APPROACH TYPE,TOPIC_LEVEL_1 / ROLE_NAME,CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
topic-based,database management,relational databases,oracle database,enterprise features,partitioning,hash partitioning
topic-based,database management,relational databases,oracle database,enterprise features,advanced security,transparent data encryption
topic-based,database management,relational databases,oracle database,enterprise features,advanced security,data redaction
topic-based,database management,relational databases,oracle database,enterprise features,advanced security,audit vault
topic-based,database management,relational databases,oracle database,performance features,in-memory database,columnar format
topic-based,database management,relational databases,oracle database,performance features,in-memory database,simd processing
topic-based,database management,relational databases,oracle database,performance features,automatic tuning,sql tuning advisor
topic-based,database management,relational databases,oracle database,performance features,automatic tuning,automatic indexing
topic-based,database management,relational databases,microsoft sql server,platform integration,windows integration,active directory
topic-based,database management,relational databases,microsoft sql server,platform integration,windows integration,.net framework
topic-based,database management,relational databases,microsoft sql server,platform integration,azure integration,azure sql database
topic-based,database management,relational databases,microsoft sql server,platform integration,azure integration,azure synapse
topic-based,database management,relational databases,microsoft sql server,business intelligence,analysis services,olap cubes
topic-based,database management,relational databases,microsoft sql server,business intelligence,analysis services,tabular models
